,text,class,embedding
201,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,1,"[ 0.12638151  0.02584452 -0.06072022  0.26352357 -0.00508861  0.03519138
 -0.23190074  0.01730746 -0.02684646 -0.02444456  0.13824007  0.06390447
 -0.148232   -0.09146464 -0.06297115 -0.10826426 -0.15042804  0.03247379
  0.06593579 -0.07680614  0.0814178  -0.162616   -0.12155024 -0.01840547
 -0.19566624 -0.01592121 -0.04545782 -0.03560313 -0.12176984 -0.09300186
 -0.07955117  0.12056202 -0.10326829  0.118915   -0.2002779   0.09278225
  0.11084459 -0.09239795  0.10678194  0.20115632  0.08498635  0.0960214
 -0.10848387  0.13582443  0.02331909 -0.02073876 -0.00131933 -0.00368521
 -0.0737317  -0.1258325   0.05503799  0.00747336 -0.06368486 -0.12330706
 -0.12758932  0.03211693 -0.00143257  0.54988585 -0.01950349  0.09448418
 -0.18644292 -0.00931254  0.11781699 -0.02857583]"
202,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,1,"[-0.04167754 -0.01216191  0.01912306 -0.17786229 -0.17571765 -0.00083831
 -0.06215887  0.16256385 -0.13168101 -0.02214343  0.15741671 -0.0371023
 -0.21746668 -0.25363965 -0.21460715  0.02341234  0.06133676 -0.13568434
  0.12038589 -0.02948882  0.03892525  0.07177401  0.15698778  0.02278682
  0.13911577 -0.07163103 -0.14483481  0.02852373 -0.14283314  0.06416054
 -0.01892646  0.08278317  0.02423445  0.16728206 -0.00052443  0.14655053
 -0.05150715  0.11480983  0.08356954  0.07970919  0.18057884  0.01550397
 -0.08414145  0.24234453 -0.01889072 -0.06676985 -0.11402346 -0.10330025
  0.06312396 -0.13661368  0.03025732  0.05118545  0.10308578  0.08271168
  0.13339672  0.09350638  0.11009161  0.4641005   0.03272366  0.08278317
 -0.14683648  0.01958773  0.14183231  0.03619083]"
203,Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,1,"[-1.61115995e-01 -1.32289418e-01 -5.69269088e-02  4.47482369e-02
  1.17540936e-01 -3.08600813e-01 -1.87568290e-02  9.43567695e-02
  3.31282192e-02  2.22568007e-01  9.56975414e-02 -9.63679273e-02
  3.35751438e-02 -1.01842744e-01 -3.20109107e-02  1.12904099e-01
  2.62428015e-02  4.25974171e-02 -2.85053530e-02 -3.70946678e-02
 -4.76811721e-02  8.02786737e-02  1.79886801e-01 -1.77987364e-01
  1.51171944e-01  7.29602933e-02 -7.43569299e-02  5.81000820e-02
  6.81000018e-02  1.06367843e-01 -7.63122229e-02  9.04461835e-02
 -1.01284088e-01 -1.78629818e-02  1.18295117e-02  2.70528516e-02
 -1.93629691e-01 -5.23738735e-02  1.61227725e-01  3.20109107e-02
  1.63909268e-01  6.05092785e-03 -9.20104145e-02  2.93181962e-01
 -5.72062327e-02 -6.15637412e-02 -1.51395404e-01 -3.09718143e-01
  1.25369953e-04  1.03853893e-01 -1.86143725e-01 -9.78204287e-02
  2.41757790e-02 -1.30501719e-01  1.45110543e-02  6.35190342e-02
  8.96082033e-02  3.45025095e-01 -3.60052917e-02 -8.17311751e-02
 -1.87037578e-01  1.44356356e-01  4.38194720e-03  2.16059670e-02]"
204,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",1,"[ 0.04594426  0.12428087 -0.02187035  0.12398706 -0.15909715 -0.03373286
 -0.07646359  0.22255973  0.09783814 -0.02166836  0.05931254 -0.117964
  0.01453433 -0.19112224  0.07495782  0.01152279 -0.05490541  0.01120144
  0.05534612 -0.03263107 -0.0733786  -0.03195164  0.04050881 -0.18172038
  0.06162627 -0.10305323 -0.10114348 -0.03356759 -0.13706153  0.23960061
 -0.02012586 -0.02928901 -0.10180454 -0.23563418 -0.29101704 -0.00896574
  0.16908663 -0.24606438  0.13522523 -0.06496834 -0.03694638 -0.00123032
  0.01245012  0.00473307 -0.07044052  0.13133227 -0.02906865 -0.10724
 -0.04495266 -0.05347309  0.35051319  0.10973737 -0.28484707 -0.09791159
 -0.10297978 -0.06019396 -0.12457468  0.2071348  -0.00075116  0.02868303
 -0.20155244 -0.05053501 -0.13125882 -0.02093383]"
205,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,2,"[ 2.31860485e-01 -1.19704016e-01 -2.13218054e-02  1.71631110e-01
 -1.71631110e-01  3.44167896e-02 -3.87566266e-02  2.05444081e-01
 -1.03250374e-01  4.65230460e-01  2.07406453e-01 -2.22652488e-02
 -3.22846088e-02  5.70594157e-02  1.07552470e-02  9.72878164e-02
 -1.54498183e-01  1.04457981e-01  9.90237473e-02 -5.74745283e-02
 -7.84189588e-02 -1.10948862e-01 -1.55026506e-01  1.93820868e-01
 -1.03929648e-01 -1.13892410e-01  1.16911419e-01 -3.68697423e-02
 -1.00080404e-01 -1.03590008e-02 -1.87782831e-01 -9.21271806e-03
  1.87084691e-02  7.24564016e-02 -1.14118831e-01  4.54739385e-02
  9.13252592e-02  2.40695828e-03  9.11743083e-02  7.65320721e-02
  6.15124635e-02  1.57743623e-01 -1.14062224e-02  3.73603329e-02
  2.22803429e-01 -1.09212931e-01 -4.11812754e-03  8.09096493e-02
 -1.29817719e-01 -5.73804798e-05  1.53592477e-01  1.72838698e-01
  1.32987689e-01  1.79782441e-01 -4.14737435e-02 -8.43815160e-02
  8.14379776e-02  9.51745032e-02 -9.58537776e-02  1.76612476e-02
  1.26043946e-01 -3.61102689e-03  1.19854967e-01  6.91732212e-02]"
206,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,2,"[-0.00721769  0.17740511 -0.0335664   0.00924742  0.12457134  0.19497597
  0.0296584   0.25180862 -0.00812652  0.03732293  0.31579078 -0.04241242
 -0.20454906 -0.13220558  0.08094714  0.05047078 -0.12269308 -0.06531513
  0.00482441 -0.1085758   0.12493488 -0.19303712  0.12820669 -0.07906887
  0.07040462  0.02682586 -0.00687308  0.02163034 -0.02858294  0.20055018
  0.03438436  0.00176845  0.0615586  -0.00119285  0.06810223 -0.09809387
  0.06816282 -0.0822801  -0.06519395  0.16092485  0.09567031  0.06646633
  0.11820948  0.15183647  0.21678807  0.03408141  0.11330175 -0.11542238
  0.10391044 -0.02896163 -0.06086183 -0.23569189 -0.18152518  0.10342572
 -0.02044885  0.14044571 -0.02608364  0.34511595 -0.00628991  0.27265129
 -0.0515311   0.01785866 -0.0487137   0.06489101]"
207,The electricity requirement of networks will grow with the new mobile generation .,1,"[-0.17748331 -0.04752982 -0.03808182  0.13586573  0.06770101  0.08978499
 -0.01052032  0.14027094  0.07338141  0.05457235  0.25434251 -0.12751903
 -0.02590955  0.15881916  0.03193772 -0.07251196 -0.02990901 -0.11586843
  0.01273017 -0.01378075 -0.01187521 -0.24414099 -0.10062411 -0.0562243
 -0.12763496  0.01325908 -0.03741524 -0.02395329 -0.15928287  0.30627752
 -0.21121789 -0.02621386 -0.00338722 -0.10085596 -0.031503    0.03176383
  0.08219181 -0.06897621 -0.20403046 -0.01095504  0.21886904 -0.00837568
  0.06451304  0.09192963  0.25132842 -0.14641503  0.04668936  0.0359082
  0.13192423 -0.24900989 -0.05312327 -0.23880837 -0.18014962  0.07036732
 -0.12578014 -0.03663274  0.04868909  0.25063286  0.07396104  0.10775359
  0.00468777  0.10259486 -0.13656129  0.04889196]"
208,The total number of filling stations has been on the decrease recently .,0,"[ 0.0049244   0.08649368  0.00490328  0.03844915  0.03557728  0.05939683
 -0.00611537  0.11054974 -0.07473595 -0.06378909  0.04574705 -0.07770917
 -0.30056554  0.07338448 -0.09473761  0.00663484 -0.10629262 -0.10723865
  0.24407435 -0.08865602 -0.0725736  -0.19055639  0.03405689  0.0292423
 -0.00577751  0.16339197 -0.10385999  0.09081837 -0.15758067  0.20353045
 -0.08764243 -0.04594977  0.00973054  0.04490238  0.12561855  0.05980227
  0.08338531 -0.00549877  0.05736964  0.15055306  0.18839406  0.0481459
 -0.16460828  0.137106    0.10973886 -0.22001831  0.11480685 -0.180961
 -0.10818467 -0.06324851 -0.23785762 -0.16514887 -0.03709768  0.17136561
 -0.04875406  0.11210392 -0.03652331  0.30380905 -0.10879284  0.22758649
 -0.18123128 -0.0670326  -0.08054724 -0.07034369]"
209,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,1,"[-0.06439138  0.09159997 -0.04756413  0.0438662   0.05607954 -0.083797
 -0.08617182  0.19487045 -0.03742028  0.20260555  0.00769694 -0.11215907
  0.09512826 -0.17777178  0.04970146 -0.02507125  0.01206914 -0.09750307
 -0.13807846 -0.1188764  -0.04803909 -0.11399107 -0.05580813  0.08047227
  0.01360429  0.13217536 -0.2045054   0.08461123  0.16637268  0.03180554
 -0.12545803  0.02318836 -0.27317146  0.10075997  0.21400466  0.16949386
  0.05160131 -0.18157148  0.22499665 -0.15565209  0.15266661  0.09227848
 -0.17994305  0.14004617  0.1298684  -0.02987177 -0.22187547  0.07375494
 -0.13875698 -0.07321212 -0.09838515  0.08495048 -0.10550959 -0.02481681
  0.17546481 -0.06306827  0.13407521  0.27778538 -0.00604729  0.13495728
 -0.04569821 -0.05719909  0.1283078   0.01614873]"
210,Taiwanâs Covid-19 outbreak spreads to chip companies. ,0,"[ 0.01127767  0.0465411   0.0007054   0.10557225  0.24645155  0.0699861
  0.14611255  0.08282502  0.02923646 -0.28468921  0.04615733  0.04095896
 -0.10424649 -0.11324769 -0.21868039  0.0339464   0.00927159  0.00839502
 -0.01090262 -0.0052507   0.0978968   0.05125104 -0.17332549  0.09594305
  0.21170272  0.15937014  0.04891351  0.01398152 -0.02288678  0.10264162
 -0.08317391  0.07996417  0.19760781 -0.16425451 -0.00109353  0.18490843
  0.0678579   0.04615733  0.03698169 -0.03371962 -0.01819429 -0.19649137
  0.14792675  0.10236251  0.08917471  0.14318193  0.13264563 -0.29027135
 -0.15169469 -0.09112846  0.00764056 -0.0405403  -0.01736569  0.02993423
  0.01693831  0.05990335  0.16146344  0.16230076  0.1126197  -0.24505601
 -0.03476627 -0.00755333  0.28831759  0.16341718]"
211,"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",1,"[ 0.07503682  0.05309952 -0.03667467  0.09849286 -0.02656382 -0.05889321
 -0.11587395  0.21341055 -0.02200761  0.07025561  0.15963604 -0.04823393
 -0.29339733 -0.1642485  -0.1981107  -0.16728597 -0.04142775  0.0711556
 -0.08038051 -0.14748616  0.04106212 -0.13499877  0.16852346  0.00465113
 -0.15479858 -0.14737366 -0.13499877  0.06288693  0.04837456 -0.02975598
 -0.15187362  0.0436496   0.04030276  0.25379768 -0.10636778  0.03197783
  0.16154852  0.00945695  0.12971131 -0.00896476  0.09016793  0.12206139
 -0.11834893  0.19642321  0.0135491   0.02614195 -0.20924809 -0.06699314
 -0.03763091 -0.08471173  0.03917777  0.05613699 -0.11064274 -0.0300091
 -0.01295848  0.07571181 -0.03937464  0.39734637 -0.02656382  0.18292334
 -0.07132435  0.0325122   0.15884856  0.14467368]"
212,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",1,"[-1.89781162e-01  1.79265588e-01 -1.14586434e-01 -1.42961808e-01
 -1.95623150e-01  8.78802015e-02 -4.17284900e-02  1.69417666e-01
 -1.94287845e-01  2.76190440e-03  1.56148001e-01  1.19343477e-02
 -2.13316036e-01  5.23275256e-02  2.27837554e-02  1.59653196e-01
 -7.56537510e-02 -3.36498529e-01  4.29999028e-04 -4.13320677e-02
  6.89563286e-03 -1.15692235e-02 -1.93787096e-01  3.59699587e-02
 -1.28732388e-02 -1.70586068e-01 -4.23752819e-02 -4.58178805e-02
 -1.09996300e-01  7.86999322e-02 -6.93110190e-02  1.27021524e-01
 -5.64899424e-03 -1.12082718e-01 -1.47134655e-01  2.49119072e-02
  1.30025969e-01 -6.99786763e-02  4.83633174e-02  7.21902870e-02
 -5.43722232e-02  8.80471146e-02  2.94603136e-02  6.02559369e-02
 -7.65717779e-02 -5.84616137e-02 -8.62110607e-02  1.57399864e-01
 -1.40937976e-02 -1.57316403e-02 -5.09087544e-02 -2.42692898e-01
 -1.02985910e-01  6.17164338e-02 -9.31379886e-02  3.23813075e-02
  1.03903937e-01  4.55341282e-01 -5.46643187e-02 -1.41960319e-01
 -7.19816408e-03  6.10070507e-02 -4.88223321e-03  3.42173614e-02]"
213,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1,"[ 0.14714944  0.20389821 -0.03629065 -0.11722285 -0.03000421 -0.03809122
  0.13796037  0.01862651 -0.05516552 -0.1008936   0.17521339  0.17980793
 -0.17682769 -0.23655671 -0.02812603  0.07698958  0.09952766 -0.08456436
  0.02390402 -0.1585737   0.12790204 -0.10275626  0.00733031 -0.11113819
  0.07425769  0.03743929  0.01365168  0.02967824 -0.13175152  0.24326224
  0.03669423  0.21805436 -0.05324078 -0.00646495 -0.01315497  0.16974961
 -0.10741289  0.0470009   0.21879943  0.15795282  0.21929614  0.12951634
 -0.21420489  0.10151449 -0.06171584  0.23047204 -0.13088229 -0.06624829
 -0.01231678 -0.09698204  0.03616648 -0.04163025  0.06388894 -0.03629065
 -0.00821119  0.03501784 -0.06072243  0.26474482 -0.09381553  0.1959509
 -0.17769692 -0.12218992 -0.00436947  0.0977271 ]"
214,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",1,"[-0.05498462 -0.04789857 -0.02274892  0.06241916 -0.08007619 -0.12530297
 -0.11120833  0.30791385  0.06257404  0.08712352  0.02991241 -0.18276578
  0.05482973 -0.02735678 -0.04832451  0.30512591 -0.07748184 -0.27012161
  0.04073508  0.07353224  0.04967977 -0.13885552 -0.08147017  0.11221509
  0.03634018  0.00775399  0.11647446  0.00035969 -0.04019298 -0.20119722
 -0.16557339  0.07554577 -0.13854575  0.17393725 -0.23155495  0.09850765
  0.06667853  0.26268708 -0.18942587 -0.15194341  0.05239027 -0.06466501
 -0.02005777  0.0768623  -0.05653348 -0.13831342 -0.05564288 -0.00689728
  0.05169329 -0.10981435  0.14729681  0.14505097 -0.17920338  0.1070264
  0.04727903  0.03668868  0.12483832  0.09540993  0.22226175  0.06257404
 -0.1070264   0.01467547  0.14357955 -0.00042503]"
215,Talentum 's net sales in September were smaller than expected .,0,"[-0.06857955 -0.17694627  0.03357272  0.05714349  0.06104131 -0.14429284
 -0.19253755  0.20768755 -0.10928602  0.04699446  0.04375853  0.11200713
 -0.32594592 -0.07722094 -0.17621083  0.00804844 -0.15914868 -0.16885645
 -0.00105719  0.00877929 -0.01221746 -0.09619523  0.02037162  0.08700226
 -0.08839959 -0.26284538 -0.11862607  0.20857008 -0.18871328  0.17032733
 -0.03964008 -0.105903    0.00947795  0.05148063  0.11686102  0.08450177
 -0.05751121 -0.01507647  0.0447146   0.03379335 -0.07100649  0.25710895
 -0.14679333 -0.17223947 -0.17518122 -0.20842299 -0.17268074 -0.14216008
 -0.01703457 -0.16856228 -0.10980082  0.01091205  0.09979887  0.00880686
  0.09163552  0.04912723 -0.05203221  0.05964398  0.05162771  0.10509403
  0.0776622   0.07957434  0.14870546 -0.08251609]"
216,Number of offers received for this contract is two .,1,"[-0.05135542  0.0086834  -0.00518102 -0.10541988 -0.02778688 -0.13754121
  0.14566829  0.41332021 -0.03175367  0.02180767  0.18189185 -0.29907666
 -0.00403452 -0.01320651  0.03562371  0.02728378 -0.06590678  0.1657925
 -0.16145805 -0.04148682  0.05255514  0.07380166  0.23793002  0.07643328
 -0.03252768 -0.04175773 -0.11377916 -0.02784493 -0.03742328  0.10240125
 -0.16176765  0.03374674  0.03479166 -0.01892449  0.18080826 -0.21269738
  0.14133384 -0.0688093   0.00140773  0.01268406  0.14001803 -0.10302045
 -0.07445956 -0.05777969  0.15410498  0.13839261  0.1078967  -0.0289479
 -0.00981539  0.0056938  -0.05727659 -0.04825939  0.03279858  0.18452348
 -0.00817546  0.04129332 -0.24721813  0.33932508 -0.05483846 -0.006313
 -0.12980113 -0.01619612  0.1558078   0.00199549]"
217,The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,0,"[-0.02125043  0.09653135 -0.00263297 -0.05228004  0.04639853 -0.11053494
 -0.12985988  0.10652058 -0.24795675  0.01364182  0.26569461 -0.09106996
 -0.0093824  -0.07286531 -0.24702318  0.13611482 -0.11034823 -0.04306102
  0.07790659  0.00594569  0.00883976  0.04385455  0.00754443  0.20221171
 -0.12509866  0.03594253 -0.08112742  0.03164809  0.12052416 -0.12108431
  0.00449282  0.00113706 -0.09349724  0.14218304  0.01634918  0.01366516
  0.08882938 -0.16496219  0.22032302  0.22741817  0.13844874  0.01052019
  0.01095197  0.16664263  0.16916327  0.01961668 -0.15684011  0.12845953
  0.03970015 -0.07599277 -0.13854211  0.07435901  0.08070731  0.03190483
  0.11464265  0.08364806  0.05839494  0.37398897  0.00805206  0.31461379
  0.0178429  -0.0881292   0.04989943 -0.08887606]"
218,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1,"[-0.16883326  0.13971168 -0.07614754 -0.14237216 -0.01777854 -0.00635462
 -0.12497112  0.12684066  0.0134193  -0.07485324 -0.06823797 -0.07967089
 -0.22146782 -0.24203268 -0.03525149  0.11957824 -0.05241884  0.01306876
 -0.14611123 -0.12986067  0.00392782 -0.10181767 -0.09441144 -0.10807342
 -0.00150102  0.11778061 -0.00326944  0.03525149 -0.08995332  0.08376948
 -0.02777336  0.08312234 -0.02574204  0.07650706  0.11238773 -0.04213641
 -0.02180523  0.09649669  0.15056935 -0.14603933  0.17803711  0.14093406
 -0.25756418 -0.01838974  0.17329138  0.08412901 -0.21168871 -0.11885919
 -0.06288104  0.29567391  0.10936771 -0.1625056  -0.03307636  0.04127355
  0.07057489 -0.04576762  0.14956267  0.38339817 -0.03961973  0.13705118
  0.07751373 -0.10066719 -0.05932174 -0.07665087]"
219,The solution will now be expanded to include all ground staff tasks .,1,"[-0.08033341 -0.09464398 -0.0010725   0.01129227 -0.04151755 -0.0509524
 -0.06391213  0.32926989 -0.19215853  0.091098    0.09700797 -0.2781064
 -0.07357915  0.16556364 -0.18979454  0.10587293 -0.15382813  0.02060047
 -0.16505709 -0.10401551  0.13837778 -0.1342408   0.05200776  0.12427827
 -0.00719223 -0.04744863 -0.01409951 -0.02450528 -0.01622076  0.16919406
 -0.11667974  0.01046382  0.11186733 -0.00058572 -0.02323886 -0.00035684
  0.10114496 -0.02615163 -0.23082663  0.1336498  -0.00213841  0.01949235
  0.10570407  0.12191429 -0.02843119  0.10545079 -0.1636218  -0.07598536
 -0.18928796  0.22424123 -0.11068533 -0.14766488  0.03005643  0.14521645
 -0.00832673  0.14850915  0.04922163  0.271521   -0.07594314  0.06403877
 -0.04588671 -0.25598622 -0.0545406   0.07417015]"
220,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,1,"[ 0.09999768  0.21820616 -0.03790322 -0.10543937  0.02957906 -0.07893137
 -0.2724075   0.09369395 -0.04765515 -0.03914241  0.10323037  0.12672121
 -0.18189234 -0.0577034  -0.14891897  0.34094039 -0.10215281 -0.14611731
  0.10640918 -0.08518122  0.24546845 -0.08442692  0.07068802  0.05592543
 -0.02629249  0.03407788 -0.00658323  0.08566612  0.04719718  0.07747665
  0.11669989 -0.10026708 -0.01481647  0.11734642 -0.01705241  0.05581767
  0.27520914 -0.03822648  0.00860702  0.03951956  0.07591419 -0.02645413
 -0.21518899  0.0808171  -0.02766639 -0.01610954 -0.01693118 -0.12887633
  0.02479738 -0.09245475  0.02928273  0.05083395 -0.13394086  0.01046581
  0.03898078 -0.0338893   0.07553704  0.42154196 -0.00831743  0.13372535
 -0.10894145  0.11066554  0.18146131 -0.04700861]"
221,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,1,"[-0.14879616  0.08462842 -0.04572432 -0.16704747  0.11133295 -0.03813562
  0.02346253  0.16579868 -0.0620064  -0.01395264  0.14072716  0.09745236
 -0.06080566 -0.06589682 -0.07598306  0.05955689 -0.08265919 -0.00482699
 -0.0361664  -0.07977741  0.04272246 -0.08261116  0.02268205 -0.1462986
 -0.12795125 -0.01849145  0.02526365  0.08198678 -0.05148789  0.0237387
  0.01927194  0.02445915 -0.03931235  0.02497547 -0.09077622 -0.04385116
  0.06882662  0.08544492 -0.02961034 -0.02557584  0.04961473 -0.0379435
  0.04003279  0.17511646  0.14312864  0.09922946 -0.07401384  0.01919989
  0.08919124 -0.08059392  0.02913004 -0.30105045 -0.24898621  0.04301064
  0.02089294 -0.14332077 -0.0332606   0.62208126  0.07021949  0.26839023
 -0.11056448 -0.03628647 -0.0455322  -0.07132418]"
